@relation ps_c8_a_13_t_11-12
@attribute RON real 
@attribute MON real 
@attribute OLF real 
@attribute AROMA real 
@attribute AR_BNZ real
@attribute MOX real 
@attribute MMETANOL real 
@attribute METANOL real 
@attribute MMTBE  real 
@attribute METBE real 
@attribute MTAME real 
@attribute MDIPE  real 
@attribute MTBS real 

@attribute class {100, 101, 201, 202, 203, 301, 302, 401}

@data
95.10, 85.10, 10.50, 27.70, 0.50, 2.29, 0.00, 0.00, 4.10, 0.80, 8.50, 0.30, 0.00, 301 
82.40, 77.00, 2.50, 29.20, 3.34, 0.10, 0.20, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 100 
80.10, 75.90, 3.30, 23.50, 3.14, 0.12, 0.20, 0.00, 0.00, 0.30, 0.30, 0.00, 0.00, 100 
80.00, 76.10, 3.20, 20.20, 3.05, 0.11, 0.00, 0.00, 0.00, 0.30, 0.40, 0.00, 0.00, 100 
80.90, 77.20, 4.10, 18.80, 3.57, 0.17, 0.00, 0.00, 0.50, 0.00, 0.50, 0.00, 0.00, 100 
94.40, 85.50, 10.40, 23.80, 0.37, 2.31, 0.30, 0.20, 4.90, 0.70, 6.40, 0.20, 0.00, 301 
94.50, 85.60, 12.60, 24.10, 0.37, 2.28, 0.20, 0.20, 5.00, 0.60, 6.20, 0.30, 0.00, 301 
98.20, 88.10, 3.00, 33.00, 0.37, 2.80, 0.00, 0.30, 14.40, 0.40, 0.00, 0.00, 0.00, 401 
98.00, 88.30, 3.00, 32.80, 0.34, 2.54, 0.00, 0.40, 5.40, 0.90, 7.80, 0.00, 0.00, 401 
82.00, 76.60, 1.60, 28.80, 3.18, 0.08, 0.30, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 100 
83.70, 77.60, 2.80, 33.20, 3.50, 0.12, 0.00, 0.00, 0.30, 0.00, 0.40, 0.00, 0.00, 100 
81.00, 76.50, 4.30, 23.80, 3.44, 0.14, 0.00, 0.00, 0.30, 0.00, 0.50, 0.00, 0.00, 100 
80.50, 76.20, 1.60, 24.10, 3.84, 0.30, 0.20, 0.00, 0.50, 0.00, 0.50, 0.00, 0.00, 100 
82.50, 76.80, 0.90, 32.70, 3.94, 0.26, 0.20, 0.00, 0.00, 0.00, 0.60, 0.00, 0.00, 100 
79.40, 75.10, 0.00, 25.60, 3.52, 0.35, 0.40, 0.00, 0.20, 0.00, 0.60, 0.00, 0.00, 100 
80.70, 76.60, 4.00, 22.70, 3.29, 0.17, 0.00, 0.00, 0.40, 0.00, 0.60, 0.00, 0.00, 100 
81.10, 76.50, 2.30, 24.30, 3.69, 0.24, 0.20, 0.00, 0.60, 0.00, 0.60, 0.00, 0.00, 100 
79.30, 76.00, 0.50, 20.40, 3.83, 0.40, 0.30, 0.00, 0.70, 0.00, 0.70, 0.00, 0.00, 100 
80.10, 76.00, 1.00, 23.20, 4.04, 0.35, 0.20, 0.00, 0.60, 0.00, 0.80, 0.00, 0.00, 100 
80.30, 76.30, 0.70, 23.40, 3.84, 0.37, 0.20, 0.00, 0.70, 0.00, 0.80, 0.00, 0.00, 100 
75.20, 77.40, 5.80, 21.50, 3.75, 0.56, 0.00, 0.00, 0.50, 0.00, 1.20, 1.80, 0.00, 100 
75.10, 78.80, 6.30, 21.80, 3.94, 0.70, 0.00, 0.00, 0.80, 0.00, 1.50, 1.90, 0.00, 100 
81.20, 76.50, 4.50, 25.70, 3.50, 0.17, 0.00, 0.00, 0.40, 0.00, 0.60, 0.00, 0.00, 100 
81.50, 76.90, 1.40, 26.60, 3.83, 0.31, 0.20, 0.00, 0.60, 0.00, 0.60, 0.00, 0.00, 100 
80.10, 76.00, 0.00, 25.40, 3.71, 0.35, 0.30, 0.00, 0.40, 0.00, 0.70, 0.00, 0.00, 100 
79.40, 75.80, 0.00, 24.10, 3.81, 0.37, 0.30, 0.00, 0.50, 0.00, 0.70, 0.00, 0.00, 100 
80.00, 75.90, 0.00, 25.30, 3.66, 0.37, 0.30, 0.00, 0.50, 0.00, 0.70, 0.00, 0.00, 100 
80.20, 75.90, 2.10, 26.20, 3.73, 0.33, 0.20, 0.00, 0.50, 0.00, 0.80, 0.00, 0.00, 100 
80.20, 75.90, 2.10, 26.20, 3.73, 0.33, 0.20, 0.00, 0.50, 0.00, 0.80, 0.00, 0.00, 100 
83.00, 77.40, 4.10, 25.70, 3.40, 0.28, 0.00, 0.00, 1.20, 0.00, 0.40, 0.00, 0.00, 100 
81.00, 76.60, 0.30, 25.20, 3.60, 0.37, 0.30, 0.00, 0.60, 0.00, 0.60, 0.00, 0.00, 100 
94.90, 84.90, 12.10, 29.50, 0.50, 2.08, 0.00, 0.00, 9.40, 0.00, 0.90, 1.40, 0.00, 301 
95.40, 85.00, 9.90, 29.70, 0.52, 2.39, 0.00, 0.00, 12.30, 0.50, 0.30, 0.00, 0.00, 301 
95.30, 85.80, 9.30, 25.90, 0.69, 2.44, 0.30, 0.20, 11.40, 0.00, 0.80, 0.00, 0.00, 301 
93.00, 83.90, 16.40, 25.90, 0.84, 0.86, 0.00, 0.00, 4.70, 0.00, 0.00, 0.00, 0.00, 203 
90.80, 83.90, 12.10, 22.80, 0.58, 0.88, 0.00, 0.00, 0.90, 0.00, 4.20, 0.00, 0.00, 203 
92.50, 83.60, 12.00, 21.20, 0.63, 0.99, 0.00, 0.20, 0.70, 0.00, 5.10, 0.00, 0.00, 203 
92.20, 83.80, 12.10, 23.20, 0.45, 0.97, 0.00, 0.00, 0.80, 0.40, 4.40, 0.30, 0.00, 203 
93.10, 83.90, 16.70, 25.50, 0.83, 0.95, 0.00, 0.00, 5.20, 0.00, 0.00, 0.00, 0.00, 203 
94.60, 84.60, 12.40, 36.10, 0.97, 0.19, 0.00, 0.00, 0.60, 0.50, 0.00, 0.00, 0.00, 203 
91.00, 84.10, 11.80, 23.40, 0.59, 0.90, 0.00, 0.00, 1.10, 0.00, 0.10, 1.20, 0.00, 203 
93.80, 83.80, 17.70, 26.70, 0.75, 0.90, 0.00, 0.00, 4.60, 0.00, 0.20, 0.00, 0.00, 203 
92.80, 83.60, 16.80, 26.10, 0.81, 0.71, 0.00, 0.00, 3.90, 0.00, 0.00, 0.00, 0.00, 203 
92.10, 84.10, 12.00, 23.10, 0.56, 0.82, 0.00, 0.00, 0.90, 0.00, 3.80, 0.00, 0.00, 203 
94.10, 85.20, 12.10, 25.80, 0.71, 1.93, 0.00, 0.20, 4.40, 0.00, 6.50, 0.00, 0.00, 301 
95.50, 84.80, 15.40, 23.80, 0.65, 2.20, 0.00, 0.00, 11.60, 0.20, 0.30, 0.00, 0.00, 301 
94.60, 84.30, 12.50, 28.30, 0.40, 2.30, 0.00, 0.00, 10.80, 0.00, 1.00, 1.10, 0.00, 301 
94.70, 84.60, 12.30, 28.60, 0.22, 2.16, 0.00, 0.00, 10.10, 0.00, 0.80, 1.20, 0.00, 301 
95.30, 85.10, 10.50, 27.70, 0.60, 2.36, 0.00, 0.00, 12.30, 0.30, 0.00, 0.00, 0.00, 301 
95.10, 85.10, 11.50, 25.40, 0.63, 2.38, 0.00, 0.00, 12.80, 0.30, 0.00, 0.00, 0.00, 301 
96.10, 85.60, 13.20, 27.20, 0.67, 2.38, 0.00, 0.00, 12.80, 0.30, 0.00, 0.00, 0.00, 301 
94.40, 84.70, 11.60, 29.30, 0.32, 2.02, 0.00, 0.00, 9.10, 0.00, 1.00, 1.30, 0.00, 301 
94.80, 85.00, 11.80, 24.30, 0.55, 2.37, 0.00, 0.00, 13.00, 0.00, 0.00, 0.00, 0.00, 301 
96.00, 86.20, 9.90, 26.70, 0.68, 2.41, 0.50, 0.30, 10.60, 0.00, 0.60, 0.00, 0.00, 301 
95.50, 85.30, 14.30, 25.90, 0.62, 2.50, 0.00, 0.20, 12.90, 0.25, 0.00, 0.00, 0.00, 301 
95.20, 84.60, 14.70, 24.80, 0.50, 2.31, 0.00, 0.00, 11.80, 0.30, 0.70, 0.00, 0.00, 301 
97.40, 84.70, 9.50, 23.70, 0.71, 2.07, 0.00, 0.00, 11.20, 0.00, 0.00, 0.00, 0.00, 301 
93.90, 84.70, 12.30, 26.40, 0.33, 2.62, 0.00, 0.00, 12.20, 0.00, 1.20, 1.30, 0.00, 301 
93.90, 84.70, 12.30, 26.50, 0.33, 2.62, 0.00, 0.00, 12.20, 0.00, 1.20, 1.30, 0.00, 301 
94.50, 84.80, 11.60, 24.20, 0.61, 2.33, 0.00, 0.00, 12.80, 0.00, 0.00, 0.00, 0.00, 301 
95.90, 86.30, 10.60, 26.30, 0.60, 2.41, 0.40, 0.30, 10.00, 0.00, 1.60, 0.00, 0.00, 301 
95.60, 86.00, 10.50, 26.30, 0.64, 2.37, 0.40, 0.30, 9.30, 0.00, 1.70, 0.00, 0.00, 301 
95.50, 86.10, 10.70, 24.90, 0.37, 2.40, 0.40, 0.30, 8.00, 0.40, 3.10, 0.00, 0.00, 301 
95.60, 85.10, 15.80, 23.40, 0.68, 2.19, 0.00, 0.00, 12.00, 0.00, 0.00, 0.00, 0.00, 301 
95.10, 86.30, 12.80, 22.90, 0.46, 2.36, 0.40, 0.30, 7.80, 0.00, 3.60, 0.00, 0.00, 301 
95.20, 85.60, 9.90, 27.60, 0.54, 2.34, 0.30, 0.00, 7.00, 0.60, 4.80, 0.20, 0.00, 301 
98.60, 88.10, 2.10, 33.90, 0.23, 2.85, 0.00, 0.30, 14.50, 0.60, 0.00, 0.00, 0.00, 401 
98.40, 87.50, 1.80, 35.30, 0.06, 2.69, 0.00, 0.00, 14.00, 0.90, 0.00, 0.00, 0.00, 401 
94.70, 85.20, 13.40, 23.80, 0.72, 2.38, 0.00, 0.00, 12.80, 0.00, 0.00, 0.00, 0.00, 301 
95.90, 85.20, 13.70, 26.30, 0.68, 2.44, 0.00, 0.00, 12.80, 0.70, 0.40, 0.00, 0.00, 301 
94.90, 84.70, 13.70, 26.00, 0.64, 2.40, 0.00, 0.20, 11.60, 0.90, 0.40, 0.00, 0.00, 301 
95.20, 86.20, 11.50, 24.50, 0.57, 2.35, 0.40, 0.30, 8.70, 0.00, 2.70, 0.20, 0.00, 301 
94.50, 84.50, 12.50, 36.20, 0.97, 0.20, 0.00, 0.00, 0.60, 0.60, 0.00, 0.00, 0.00, 203 
91.50, 83.70, 13.70, 27.50, 0.41, 0.96, 0.00, 0.00, 3.20, 0.00, 1.00, 1.40, 0.00, 203 
91.20, 83.50, 12.30, 22.60, 0.61, 0.95, 0.00, 0.20, 2.00, 0.00, 3.60, 0.00, 0.00, 203 
92.00, 83.90, 12.80, 22.20, 0.62, 0.97, 0.00, 0.00, 1.90, 0.00, 3.80, 0.00, 0.00, 203 
80.90, 76.40, 3.90, 22.80, 3.09, 0.21, 0.00, 0.00, 0.70, 0.20, 0.30, 0.00, 0.00, 100 
81.10, 76.50, 3.40, 22.70, 2.97, 0.17, 0.00, 0.00, 0.40, 0.30, 0.30, 0.00, 0.00, 100 
80.80, 76.60, 4.00, 21.50, 3.25, 0.17, 0.00, 0.00, 0.60, 0.20, 0.40, 0.00, 0.00, 100 
82.80, 77.50, 3.50, 29.00, 3.51, 0.15, 0.00, 0.00, 0.30, 0.00, 0.40, 0.00, 0.00, 100 
81.00, 76.60, 4.10, 23.80, 3.47, 0.15, 0.00, 0.00, 0.30, 0.00, 0.60, 0.00, 0.00, 100 
80.50, 76.30, 0.80, 24.70, 3.95, 0.33, 0.20, 0.00, 0.60, 0.00, 0.70, 0.00, 0.00, 100 
76.00, 78.50, 6.20, 19.10, 3.82, 0.72, 0.00, 0.00, 1.10, 0.00, 1.40, 1.90, 0.00, 100 
76.30, 78.60, 6.10, 19.10, 3.76, 0.72, 0.00, 0.00, 1.00, 0.00, 1.50, 1.90, 0.00, 100 
82.60, 77.30, 0.20, 30.00, 4.01, 0.21, 0.00, 0.00, 5.00, 0.00, 0.70, 0.00, 0.00, 100 
